0380713802,Neither Here nor There: Travels in Europe,Bill Bryson,1993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,96239,3.87
0380727501,Notes from a Small Island,Bill Bryson,1997,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479653223l/28._SX98_.jpg,133802,3.92
0380715430,The Mother Tongue: English and How It Got That Way,Bill Bryson,1991,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388209925l/29._SX98_.jpg,66449,3.94
0345538374,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,2012,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346072396l/30._SX98_.jpg,146489,4.59
0618517650,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,2004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497757613l/31._SX98_.jpg,783591,4.49
0618346252,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,2003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298411339l/34._SX98_.jpg,2716426,4.35
0618260587,"The Lord of the Rings (The Lord of the Rings, #1-3)","J.R.R. Tolkien, Alan  Lee",2002,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411371881l/35._SX98_.jpg,783591,4.49
0618391002,The Lord of the Rings: Weapons and Warfare,"Chris   Smith, Christopher  Lee, Richard Taylor",2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,23316,4.53
0618510826,The Lord of the Rings: Complete Visual Companion,Jude Fisher,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,578,4.51
0618153977,The Lord of the Rings Box Set,J.R.R. Tolkien,2001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,783591,4.49
193337201X,"Cooking with Fernet Branca (Gerald Samper, #1)",James Hamilton-Paterson,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2910,3.61
097669400X,Agile Web Development with Rails: A Pragmatic Guide,"Dave Thomas, David Heinemeier Hansson, Leon Breedt, Mike Clark, Thomas  Fuchs, Andreas  Schwarz",2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3761,3.86
1932394745,Ruby Quickly: Ruby and Rails for the Real World,Mark   Watson,2006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403199487l/46._SX98_.jpg,23,3.40
0517152789,The Bucaneers,"Edith Wharton, Marion Mainwaring",1995,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12734,3.89
0689840926,"Hatchet (Brian's Saga, #1)",Gary Paulsen,2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,368732,3.71
1557344493,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom","Donna Ickes, Edward Sciranko, Keith Vasconcelles",1994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,65,3.97
0385326505,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,2001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4577,3.88
1575606240,Molly Hatchet - 5 of the Best,Molly Hatchet,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12,4.33
1595580271,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,2005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328752960l/55._SX98_.jpg,222,3.47
0912299622,The Woodsman and His Hatchet: Eighty Years on Back Country Survival,Bud Cheff Sr.,1996,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413272398l/56._SX98_.jpg,35,3.60
1595962808,A Changeling for All Seasons (Changeling Seasons #1),"Angela Knight, Sahara Kelly, Judy Mays, Marteeka Karland, Kate Douglas, Shelby Morgen, Lacey Savage, Kate Hill, Willa Okati",2005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413280818l/57._SX98_.jpg,416,3.75
0670059676,"Changeling (Changeling, #1)",Delia Sherman,2006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309282978l/58._SX98_.jpg,3601,3.61
0141312629,The Changeling Sea,Patricia A. McKillip,2003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530054954l/59._SY160_.jpg,12317,4.07
0593056124,"Changelings (The Twins of Petaybee, #1)","Anne McCaffrey, Elizabeth Ann Scarborough",2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4166,3.77
0595321801,The Changeling,Zilpha Keatley Snyder,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2930,4.17
1590301943,The Changeling,Kate Horsley,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,935,3.55
0765348527,"Shadows in the Starlight (Changeling Detective, #2)",Elaine Cunningham,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,427,3.69
0449146979,"The Changeling (Daughters of England, #15)",Philippa Carr,1990,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1257951637l/66._SY160_.jpg,891,3.99
0061159174,The Known World,Edward P. Jones,2006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538134660l/67._SX98_.jpg,69749,3.83
006076273X,The Known World,"Edward P. Jones, Kevin R. Free",2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,69749,3.83
0060749911,The Known World,Edward P. Jones,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,69749,3.83
0273704745,"Traders, Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives",Satyajit Das,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4378,3.83
1932386106,Artesia: Adventures in the Known World,Mark Smylie,2005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392576161l/72._SX98_.jpg,103,4.13
096513671X,The Known World,Edward P. Jones,2003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414485433l/73._SX98_.jpg,69749,3.83
0374517193,"The John McPhee Reader (John McPhee Reader, #1)","John McPhee, William Howarth",1982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1574,4.43
0374280398,Uncommon Carriers,John McPhee,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3232,3.95
0374519749,Heirs of General Practice,John McPhee,1986,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379150827l/76._SX98_.jpg,520,4.16
0374522596,The Control of Nature,John McPhee,1990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,7889,4.24
0374518734,Annals of the Former World,John McPhee,1999,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,10601,4.34
0374522871,Coming Into the Country,John McPhee,1991,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12842,4.22
0374519323,La Place de la Concorde Suisse,John McPhee,1994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1355,3.92
0374516006,Giving Good Weight,John McPhee,1994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1195,4.22
0374256861,"The Second John McPhee Reader (John McPhee Reader, #2)","John McPhee, David Remnick, Patricia Strachan",1996,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317792422l/82._SX98_.jpg,453,4.36
0374520658,Rising from the Plains,John McPhee,1987,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350425564l/83._SX98_.jpg,2491,4.22
0060234385,Heidi,"Loretta Krupinski, Johanna Spyri",1996,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414656796l/84._SX98_.jpg,9,4.50
0822205106,The Heidi Chronicles,Wendy Wasserstein,2002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2299,3.74
0679734996,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,1991,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329241203l/86._SX98_.jpg,4015,3.84
0972016406,Pandering,Heidi Fleiss,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,273,3.56
1929180896,Love Your Handwriting (Creating Keepsakes),"Heidi Swapp, Creating Keepsakes",2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,169,3.60
1596670231,"Active Literacy Across the Curriculum: Strategies for Reading, Writing, Speaking, and Listening",Heidi Hayes Jacobs,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,81,3.94
1581807740,Simply Beautiful Beaded Jewelry,Heidi Boyd,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,139,3.77
0800793617,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,"Heidi Baker, Rolland Baker",2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2120,4.47
0871202867,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,1997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,143,3.68
0753454947,Heidi,"Johanna Spyri, Beverly Cleary, Angelo  Rinaldi",2002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,221129,3.98
0871209993,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,109,3.26
0843946687,"Cinnamon and Roses (Rose Trilogy, #1)",Heidi Betts,2000,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415350248l/95._SY160_.jpg,214,3.81
1852402873,There's Always Enough: The Miraculous Move of God in Mozambique,"Rolland Baker, Heidi Baker",2003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377352947l/96._SX98_.jpg,2120,4.47
0761129588,What to Expect the First Year (What to Expect),"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,24463,3.88
0972016414,The Player's Handbook: The Ultimate Guide on Dating and Relationships,"Heidi Fleiss, Libby Keatinge",2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,176,3.82
1581805632,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,173,3.78
1852428937,Chasing Jordan,Heidi W. Boehringer,2005,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328705220l/101._SX98_.jpg,82,3.51
0373767099,Seven-Year Seduction,Heidi Betts,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,182,3.59
0441294677,"God Emperor of Dune (Dune Chronicles, #4)",Frank Herbert,1987,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,89410,3.84
0441102670,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,1987,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559833930l/105._SY160_.jpg,67075,3.90
0441172695,Dune Messiah (Dune Chronicles #2),Frank Herbert,1987,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533872326l/106._SY160_.jpg,157283,3.88
0765306476,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1769,3.99
074340730X,The Secrets of Frank Herbert's Dune,"James Van Hise, Michael D. Messina",2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,127,3.55
0399128980,"Heretics of Dune (Dune Chronicles, #5)",Frank Herbert,1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395805793l/109._SX98_.jpg,76518,3.86
0765353709,The Road to Dune (Dune Universe),"Frank Herbert, Brian Herbert, Kevin J. Anderson",2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,8934,3.88
0425039323,"Dune Trilogy Box Set (Dune Chronicles, #1-3)",Frank Herbert,1978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,71167,4.36
042504517X,Worlds Beyond Dune Box,Frank Herbert,1980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,36,4.00
0441328008,Heretics of Dune (Dune Chronicles #5),Frank Herbert,1987,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,76518,3.86
1559948981,The Battles of Dune,"Felix  Salten, Frank Herbert",1994,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417079985l/118._SY160_.jpg,917,4.18
0671797077,The Patriarch: The Rise and Fall of the Bingham Dynasty,"Susan E. Tifft, Alex S. Jones",1993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,52,3.67
034541005X,"The Power of One (The Power of One, #1)",Bryce Courtenay,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,120422,4.35
0385732546,"The Power of One (The Power of One, #1)",Bryce Courtenay,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,120422,4.35
061831556X,The Power of One: Daisy Bates and the Little Rock Nine,"Dennis Brindell Fradin, Judith Bloom Fradin",2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,124,4.43
1876584858,"The Power of One (The Power of One, #1)","Bryce Courtenay, Humphrey Bower",2004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417170780l/126._SX98_.jpg,120422,4.35
1574570870,"Powers Unlimited One: A Sourcebook for Heroes Unlimited (Heroes Unlimited, #1)","Carmen Bellaire, Steven Trustrum, Ramón Pérez",2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,34,4.27
0883686287,The Power of One Christlike Life,Francis Frangipane,2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,89,4.19
0785260056,"The Power of One: One Person, One Rule, One Month","John C. Maxwell, Stephen R. Graves, Thomas G. Addington",2004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417437603l/129._SX98_.jpg,126,4.28
0471780936,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,414,3.31
0325001537,"The Power of One: The Solo Play for Playwrights, Actors, and Directors",Louis E. Catron,2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,29,3.67
006076287X,"How to Buy, Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days",Adam Ginsberg,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,267,3.44
0470045299,eBay for Dummies,Marsha Collier,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,532,3.51
0072258691,eBay PowerSeller Secrets: Insider Tips from eBay's Most Successful Sellers,"Debra Schepp, Brad Schepp, Michael  Kaiser",2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,119,3.57
0072262788,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,"Chris Malta, Lisa Suttora",2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,54,3.62
0764569244,Starting an eBay Business for Dummies,Marsha Collier,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,292,3.53
0471933821,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21,4.27
0764559915,ebay Timesaving Techniques for Dummies,Marsha Collier,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,67,3.41
0764584383,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,65,3.89
0596523696,Ruby Cookbook,"Lucas Carlson, Leonard Richardson",2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,452,3.83
0806523492,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,87,4.10
0806523506,Ruby Ann's Down Home Trailer Park Holiday Cookbook,Ruby Ann Boxcar,2002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,26,4.00
0806525363,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21,4.08
0596003242,Ruby Cookbook,Colin Steele,2001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,7,4.60
0809231530,Ruby's Low-Fat Soul Food Cookbook,Ruby Banks-Payne,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,10,4.80
0596527314,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,137,3.48
184215298X,The Red Hot Cookbook: Create a Culinary Inferno with Flaming Good Recipes from Around the World,Ruby Le Bois,2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,9,3.75
0143035002,Anna Karenina,"Leo Tolstoy, Richard Pevear, Larissa Volokhonsky",2004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452709554l/151._SX98_.jpg,152601,4.04
0451528611,Anna Karenina,"Leo Tolstoy, David Magarshack, Priscilla Meyer",2002,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350285139l/152._SY160_.jpg,152601,4.04
0140449175,Anna Karenina,"Leo Tolstoy, Richard Pevear, Larissa Volokhonsky, John Bayley",2003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426930853l/153._SX98_.jpg,152601,4.04
0822001837,CliffsNotes on Tolstoy's Anna Karenina,"Marianne Sturman, Leo Tolstoy",1965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,59,3.89
1593080271,Anna Karenina,"Leo Tolstoy, Amy Mandelker, Constance Garnett",2003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288758122l/155._SX98_.jpg,152601,4.04
0486437965,Anna Karenina,"Leo Tolstoy, Louise Maude, Aylmer Maude",2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,152601,4.04
1593081774,Anna Karenina,"Leo Tolstoy, Constance Garnett, Amy Mandelker",2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,152601,4.04
1419305948,Anna Karenina,"Leo Tolstoy, Davina Porter",2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,152601,4.04
0778322270,Dinner with Anna Karenina,Gloria Goldreich,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,911,2.97
0521313252,Tolstoy: Anna Karenina,Anthony Thorlby,2010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2396,4.19
0140183957,Untouchable,"Mulk Raj Anand, E.M. Forster",1990,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,10228,3.71
0679767479,The Untouchable,John Banville,1998,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344111321l/163._SX98_.jpg,7337,3.95
1568491980,The Untouchables,"Eliot Ness, Oscar Fraley",1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2397,3.89
0743270797,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1444,3.81
0932863051,Dalit: The Black Untaouchables of India,"V.T. Rajshekar, Y.N. Kly",1995,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381745494l/166._SX98_.jpg,85,4.33
0521553628,"The Untouchables: Subordination, Poverty and the State in Modern India (Contemporary South Asia, #4)","Oliver Mendelsohn, Marika Vicziany",2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,27,3.75
0742508803,Growing Up Untouchable in India: A Dalit Autobiography,"Vasant Moon, Gail Omvedt, Eleanor Zelliot",2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,199,3.58
0195171713,The Book of Evidence,Peter Achinstein,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,47,3.91
0205358624,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21,3.40
